측정일자,권역코드,권역명,측정소코드,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20180904,103,서남권,111281,금천구,17,8,0.03,0.017,0.3,0.003
20180904,103,서남권,111251,관악구,19,13,0.029,0.017,0.2,0.002
20180904,103,서남권,111241,동작구,17,5,0.032,0.015,0.3,0.003
20180904,103,서남권,111231,영등포구,28,18,0.03,0.019,0.4,0.004
20180904,103,서남권,111221,구로구,14,8,0.031,0.016,0.2,0.003
20180904,103,서남권,111212,강서구,13,6,0.03,0.016,0.3,0.002
20180904,102,동북권,111291,강북구,14,6,0.037,0.007,0.3,0.002
20180904,102,동북권,111171,도봉구,21,10,0.032,0.01,0.5,0.005
20180904,102,동북권,111161,성북구,20,8,0.025,0.014,0.3,0.002
20180904,102,동북권,111152,동대문구,10,7,0.029,0.018,0.4,0.006
20180904,102,동북권,111151,중랑구,15,6,0.025,0.015,0.4,0.005
20180904,102,동북권,111142,성동구,15,7,0.019,0.015,0.3,0.005
20180904,102,동북권,111141,광진구,21,7,0.023,0.015,0.5,0.004
20180904,101,서북권,111201,마포구,18,12,0.029,0.011,0.3,0.002
20180904,101,서북권,111191,서대문구,19,6,0.028,0.011,0.4,0.002
20180904,101,서북권,111181,은평구,19,14,0.035,0.01,0.3,0.003
20180904,100,도심권,111131,용산구,13,5,0.025,0.018,0.4,0.002
20180904,100,도심권,111123,종로구,13,7,0.03,0.018,0.4,0.003
20180904,100,도심권,111121,중구,14,6,0.037,0.015,0.3,0.002
20180905,101,서북권,111191,서대문구,30,8,0.039,0.014,0.4,0.003
20180905,104,동남권,111274,강동구,26,9,0.037,0.018,0.4,0.004
20180905,104,동남권,111273,송파구,25,10,0.036,0.018,0.5,0.003
20180905,104,동남권,111262,서초구,29,9,0.034,0.021,0.3,0.003
20180905,104,동남권,111261,강남구,21,7,0.029,0.023,0.4,0.005
20180905,103,서남권,111301,양천구,24,8,0.039,0.018,0.3,0.002
20180905,103,서남권,111281,금천구,27,11,0.04,0.018,0.3,0.003
20180905,103,서남권,111251,관악구,31,12,0.042,0.016,0.2,0.003
20180905,103,서남권,111241,동작구,26,8,0.044,0.015,0.4,0.003
20180905,103,서남권,111231,영등포구,38,14,0.045,0.018,0.4,0.006
20180905,103,서남권,111221,구로구,27,8,0.044,0.016,0.2,0.004
20180905,103,서남권,111212,강서구,22,9,0.046,0.014,0.3,0.004
20180905,101,서북권,111181,은평구,32,15,0.043,0.015,0.4,0.004
20180905,100,도심권,111123,종로구,22,10,0.037,0.022,0.4,0.004
20180905,100,도심권,111131,용산구,19,8,0.033,0.021,0.4,0.003
20180905,100,도심권,111121,중구,22,9,0.045,0.019,0.4,0.003
20180905,102,동북권,111311,노원구,24,9,0.039,0.01,0.3,0.005
20180905,102,동북권,111291,강북구,23,8,0.049,0.009,0.3,0.003
20180905,102,동북권,111171,도봉구,27,8,0.049,0.008,0.5,0.006
20180905,102,동북권,111161,성북구,30,9,0.034,0.014,0.3,0.003
20180905,102,동북권,111152,동대문구,20,10,0.042,0.017,0.4,0.006
20180905,102,동북권,111151,중랑구,21,8,0.038,0.016,0.4,0.005
20180905,102,동북권,111142,성동구,25,10,0.028,0.018,0.3,0.005
20180905,102,동북권,111141,광진구,29,7,0.032,0.017,0.4,0.005
20180905,101,서북권,111201,마포구,28,11,0.039,0.015,0.3,0.003
20180906,102,동북권,111311,노원구,32,15,0.03,0.022,0.5,0.005
20180906,104,동남권,111274,강동구,37,17,0.019,0.033,0.5,0.004
20180906,104,동남권,111273,송파구,29,17,0.037,0.022,0.7,0.003
20180906,104,동남권,111262,서초구,41,20,0.046,0.022,0.3,0.004
20180906,104,동남권,111261,강남구,28,15,0.03,0.029,0.5,0.006
20180906,103,서남권,111301,양천구,32,16,0.042,0.026,0.5,0.002
20180906,103,서남권,111281,금천구,34,18,0.046,0.026,0.4,0.004
20180906,103,서남권,111251,관악구,43,22,0.053,0.021,0.3,0.004
20180906,103,서남권,111241,동작구,34,15,0.048,0.02,0.5,0.004
20180906,103,서남권,111231,영등포구,58,31,0.058,0.019,0.5,0.005
20180906,103,서남권,111221,구로구,36,18,0.053,0.021,0.3,0.005
20180906,103,서남권,111212,강서구,31,17,0.05,0.024,0.5,0.004
20180906,102,동북권,111291,강북구,29,14,0.039,0.02,0.5,0.003
20180906,102,동북권,111171,도봉구,37,16,0.037,0.019,0.6,0.006
20180906,102,동북권,111161,성북구,39,17,0.028,0.027,0.5,0.003
20180906,102,동북권,111152,동대문구,29,19,0.046,0.026,0.5,0.006
20180906,102,동북권,111151,중랑구,30,17,0.031,0.028,0.5,0.006
20180906,102,동북권,111142,성동구,32,17,0.025,0.027,0.4,0.005
20180906,102,동북권,111141,광진구,42,19,0.026,0.026,0.6,0.005
20180906,101,서북권,111201,마포구,43,23,0.048,0.021,0.4,0.004
20180906,101,서북권,111191,서대문구,39,21,0.043,0.019,0.5,0.004
20180906,101,서북권,111181,은평구,42,26,0.044,0.025,0.5,0.005
20180906,100,도심권,111131,용산구,28,19,0.039,0.027,0.5,0.004
20180906,100,도심권,111123,종로구,32,18,0.044,0.031,0.6,0.004
20180906,100,도심권,111121,중구,32,17,0.043,0.037,0.5,0.004
20180907,100,도심권,111121,중구,24,12,0.053,0.017,0.4,0.003
20180907,104,동남권,111274,강동구,27,12,0.038,0.013,0.4,0.004
20180907,104,동남권,111273,송파구,24,12,0.042,0.016,0.5,0.003
20180907,104,동남권,111262,서초구,29,11,0.042,0.016,0.3,0.003
20180907,104,동남권,111261,강남구,22,10,0.032,0.019,0.4,0.005
20180907,103,서남권,111301,양천구,24,11,0.038,0.017,0.4,0.002
20180907,103,서남권,111281,금천구,27,13,0.042,0.019,0.4,0.003
20180907,103,서남권,111251,관악구,28,16,0.044,0.014,0.3,0.003
20180907,103,서남권,111241,동작구,27,10,0.05,0.013,0.4,0.003
20180907,103,서남권,111231,영등포구,38,19,0.049,0.017,0.4,0.005
20180907,103,서남권,111221,구로구,27,9,0.044,0.016,0.2,0.004
20180907,103,서남권,111212,강서구,24,12,0.046,0.014,0.3,0.003
20180907,102,동북권,111311,노원구,26,12,0.037,0.013,0.4,0.005
20180907,102,동북권,111291,강북구,24,11,0.051,0.008,0.3,0.002
20180907,102,동북권,111171,도봉구,28,14,0.046,0.01,0.5,0.006
20180907,102,동북권,111161,성북구,32,14,0.037,0.014,0.3,0.002
20180907,102,동북권,111152,동대문구,22,14,0.048,0.016,0.4,0.006
20180907,102,동북권,111151,중랑구,25,12,0.042,0.015,0.4,0.005
20180907,102,동북권,111142,성동구,24,12,0.03,0.017,0.3,0.005
20180907,102,동북권,111141,광진구,27,10,0.037,0.015,0.4,0.005
20180907,101,서북권,111201,마포구,29,17,0.044,0.013,0.3,0.003
20180907,101,서북권,111191,서대문구,29,12,0.042,0.014,0.4,0.003
20180907,101,서북권,111181,은평구,29,18,0.046,0.015,0.4,0.004
20180907,100,도심권,111131,용산구,21,12,0.038,0.021,0.4,0.003
20180907,100,도심권,111123,종로구,24,13,0.046,0.019,0.4,0.003
20180908,101,서북권,111191,서대문구,25,7,0.032,0.015,0.4,0.003
20180908,104,동남권,111274,강동구,33,10,0.023,0.021,0.4,0.004
20180908,104,동남권,111273,송파구,22,9,0.025,0.018,0.6,0.003
20180908,104,동남권,111262,서초구,26,7,0.027,0.022,0.3,0.003
20180908,104,동남권,111261,강남구,18,8,0.02,0.025,0.4,0.005
20180908,103,서남권,111301,양천구,21,9,0.031,0.019,0.4,0.002
20180908,103,서남권,111281,금천구,24,10,0.032,0.018,0.4,0.003
20180908,103,서남권,111251,관악구,28,13,0.03,0.02,0.3,0.003
20180908,103,서남권,111241,동작구,24,8,0.034,0.018,0.4,0.003
20180908,103,서남권,111231,영등포구,34,14,0.035,0.019,0.4,0.005
20180908,103,서남권,111221,구로구,26,7,0.031,0.019,0.3,0.003
20180908,103,서남권,111212,강서구,21,10,0.034,0.018,0.4,0.003
20180908,102,동북권,111311,노원구,25,11,0.025,0.015,0.4,0.005
20180908,102,동북권,111291,강북구,21,8,0.038,0.009,0.3,0.003
20180908,102,동북권,111171,도봉구,26,10,0.032,0.012,0.5,0.006
20180908,102,동북권,111161,성북구,27,11,0.025,0.014,0.3,0.003
20180908,102,동북권,111152,동대문구,19,11,0.031,0.02,0.4,0.006
20180908,102,동북권,111151,중랑구,17,7,0.031,0.015,0.4,0.005
20180908,102,동북권,111142,성동구,25,11,0.021,0.019,0.4,0.005
20180908,102,동북권,111141,광진구,22,5,0.021,0.017,0.4,0.005
20180908,101,서북권,111201,마포구,28,14,0.027,0.02,0.4,0.003
20180908,101,서북권,111181,은평구,24,13,0.035,0.015,0.4,0.004
20180908,100,도심권,111131,용산구,17,9,0.024,0.022,0.4,0.003
20180908,100,도심권,111123,종로구,22,11,0.032,0.02,0.4,0.003
20180908,100,도심권,111121,중구,20,9,0.039,0.017,0.4,0.003
20180909,100,도심권,111123,종로구,20,10,0.032,0.02,0.4,0.003
20180909,104,동남권,111274,강동구,22,10,0.025,0.018,0.4,0.004
20180909,104,동남권,111273,송파구,20,10,0.026,0.017,0.6,0.003
20180909,104,동남권,111262,서초구,23,7,0.029,0.02,0.3,0.003
20180909,104,동남권,111261,강남구,18,9,0.021,0.022,0.4,0.005
20180909,103,서남권,111301,양천구,23,10,0.031,0.019,0.4,0.002
20180909,103,서남권,111281,금천구,27,13,0.032,0.019,0.4,0.003
20180909,103,서남권,111251,관악구,25,13,0.033,0.018,0.3,0.003
20180909,103,서남권,111241,동작구,24,9,0.035,0.017,0.4,0.003
20180909,103,서남권,111231,영등포구,33,15,0.04,0.016,0.5,0.004
20180909,103,서남권,111221,구로구,27,9,0.035,0.016,0.2,0.003
20180909,103,서남권,111212,강서구,22,11,0.034,0.019,0.3,0.003
20180909,102,동북권,111311,노원구,23,10,0.026,0.013,0.4,0.005
20180909,102,동북권,111291,강북구,18,8,0.036,0.011,0.3,0.002
20180909,102,동북권,111171,도봉구,23,10,0.03,0.013,0.6,0.005
20180909,102,동북권,111161,성북구,24,11,0.024,0.016,0.3,0.002
20180909,102,동북권,111152,동대문구,18,12,0.034,0.017,0.4,0.005
20180909,102,동북권,111151,중랑구,15,8,0.032,0.012,0.4,0.005
20180909,102,동북권,111142,성동구,23,10,0.024,0.015,0.3,0.005
20180909,102,동북권,111141,광진구,21,6,0.024,0.014,0.4,0.004
20180909,101,서북권,111201,마포구,25,12,0.033,0.014,0.3,0.003
20180909,100,도심권,111121,중구,21,10,0.034,0.022,0.4,0.003
20180909,101,서북권,111191,서대문구,24,8,0.032,0.015,0.4,0.003
20180909,101,서북권,111181,은평구,23,13,0.035,0.016,0.4,0.004
20180909,100,도심권,111131,용산구,16,9,0.031,0.016,0.3,0.003
20180910,100,도심권,111121,중구,10,5,0.03,0.021,0.3,0.002
20180910,104,동남권,111274,강동구,17,5,0.03,0.012,0.3,0.003
20180910,104,동남권,111273,송파구,12,4,0.033,0.011,0.4,0.003
20180910,104,동남권,111262,서초구,12,2,0.03,0.013,0.2,0.003
20180910,104,동남권,111261,강남구,9,3,0.021,0.019,0.3,0.005
20180910,103,서남권,111301,양천구,10,4,0.029,0.016,0.3,0.002
20180910,103,서남권,111281,금천구,13,5,0.034,0.011,0.3,0.002
20180910,103,서남권,111251,관악구,18,8,0.029,0.015,0.2,0.003
20180910,103,서남권,111241,동작구,13,3,0.03,0.016,0.3,0.002
20180910,103,서남권,111231,영등포구,18,8,0.04,0.014,0.4,0.004
20180910,103,서남권,111221,구로구,13,1,0.032,0.013,0.2,0.003
20180910,103,서남권,111212,강서구,9,4,0.033,0.017,0.3,0.002
20180910,102,동북권,111311,노원구,14,5,0.026,0.01,0.3,0.004
20180910,102,동북권,111291,강북구,8,4,0.032,0.011,0.3,0.002
20180910,102,동북권,111171,도봉구,11,4,0.03,0.01,0.5,0.005
20180910,102,동북권,111161,성북구,15,5,0.021,0.017,0.3,0.002
20180910,102,동북권,111152,동대문구,7,5,0.032,0.015,0.3,0.005
20180910,102,동북권,111151,중랑구,7,3,0.029,0.012,0.3,0.005
20180910,102,동북권,111142,성동구,15,5,0.027,0.011,0.3,0.005
20180910,102,동북권,111141,광진구,11,3,0.026,0.011,0.4,0.004
20180910,101,서북권,111201,마포구,13,7,0.035,0.008,0.2,0.002
20180910,101,서북권,111191,서대문구,12,4,0.033,0.009,0.3,0.002
20180910,101,서북권,111181,은평구,16,8,0.038,0.01,0.3,0.003
20180910,100,도심권,111131,용산구,6,2,0.034,0.01,0.2,0.002
20180910,100,도심권,111123,종로구,11,5,0.032,0.015,0.4,0.003
20180911,100,도심권,111121,중구,13,6,0.026,0.022,0.3,0.002
20180911,104,동남권,111274,강동구,20,6,0.027,0.013,0.3,0.003
20180911,104,동남권,111273,송파구,12,5,0.031,0.012,0.4,0.002
20180911,104,동남권,111262,서초구,14,2,0.027,0.016,0.2,0.003
20180911,104,동남권,111261,강남구,10,4,0.018,0.022,0.3,0.004
20180911,103,서남권,111301,양천구,13,5,0.026,0.021,0.3,0.002
20180911,103,서남권,111281,금천구,15,7,0.032,0.014,0.3,0.002
20180911,103,서남권,111251,관악구,18,8,0.026,0.019,0.2,0.003
20180911,103,서남권,111241,동작구,15,5,0.027,0.018,0.3,0.002
20180911,103,서남권,111231,영등포구,18,8,0.033,0.015,0.4,0.004
20180911,103,서남권,111221,구로구,15,3,0.029,0.016,0.2,0.003
20180911,103,서남권,111212,강서구,10,5,0.031,0.017,0.3,0.002
20180911,102,동북권,111311,노원구,15,6,0.024,0.012,0.3,0.004
20180911,102,동북권,111291,강북구,9,4,0.03,0.011,0.3,0.002
20180911,102,동북권,111171,도봉구,11,4,0.027,0.011,0.5,0.005
20180911,102,동북권,111161,성북구,15,7,0.018,0.017,0.2,0.002
20180911,102,동북권,111152,동대문구,8,6,0.03,0.017,0.4,0.006
20180911,102,동북권,111151,중랑구,8,3,0.027,0.013,0.3,0.005
20180911,102,동북권,111142,성동구,15,6,0.025,0.013,0.3,0.005
20180911,102,동북권,111141,광진구,11,2,0.023,0.013,0.3,0.004
20180911,101,서북권,111201,마포구,14,8,0.032,0.01,0.3,0.002
20180911,101,서북권,111191,서대문구,14,5,0.028,0.011,0.3,0.002
20180911,101,서북권,111181,은평구,15,8,0.032,0.013,0.3,0.003
20180911,100,도심권,111131,용산구,7,3,0.029,0.013,0.3,0.002
20180911,100,도심권,111123,종로구,12,5,0.029,0.017,0.3,0.003
20180912,102,동북권,111291,강북구,10,5,0.034,0.015,0.3,0.002
20180912,104,동남권,111274,강동구,19,6,0.034,0.015,0.3,0.004
20180912,104,동남권,111273,송파구,15,6,0.036,0.015,0.5,0.002
20180912,104,동남권,111262,서초구,17,4,0.032,0.018,0.2,0.003
20180912,104,동남권,111261,강남구,11,5,0.024,0.021,0.3,0.004
20180912,103,서남권,111301,양천구,14,6,0.032,0.022,0.3,0.002
20180912,103,서남권,111281,금천구,16,7,0.035,0.015,0.3,0.002
20180912,103,서남권,111251,관악구,18,8,0.032,0.019,0.2,0.003
20180912,103,서남권,111241,동작구,16,5,0.035,0.016,0.3,0.002
20180912,103,서남권,111231,영등포구,19,11,0.042,0.016,0.4,0.004
20180912,103,서남권,111221,구로구,20,4,0.036,0.016,0.2,0.003
20180912,103,서남권,111212,강서구,13,6,0.036,0.021,0.3,0.002
20180912,102,동북권,111311,노원구,16,6,0.028,0.014,0.3,0.004
20180912,102,동북권,111171,도봉구,15,5,0.029,0.014,0.5,0.005
20180912,102,동북권,111161,성북구,18,7,0.023,0.018,0.3,0.002
20180912,102,동북권,111152,동대문구,10,7,0.035,0.017,0.4,0.006
20180912,102,동북권,111151,중랑구,10,4,0.03,0.017,0.3,0.005
20180912,102,동북권,111142,성동구,18,8,0.027,0.017,0.3,0.005
20180912,102,동북권,111141,광진구,13,3,0.026,0.015,0.4,0.005
20180912,101,서북권,111201,마포구,14,9,0.038,0.012,0.2,0.002
20180912,101,서북권,111191,서대문구,15,7,0.035,0.011,0.3,0.002
20180912,101,서북권,111181,은평구,17,10,0.038,0.015,0.3,0.003
20180912,100,도심권,111131,용산구,8,4,0.035,0.014,0.3,0.002
20180912,100,도심권,111123,종로구,14,7,0.033,0.022,0.4,0.003
20180912,100,도심권,111121,중구,14,7,0.031,0.027,0.4,0.002
20180913,102,동북권,111311,노원구,19,8,0.007,0.023,0.3,0.004
20180913,104,동남권,111274,강동구,19,9,0.02,0.018,0.3,0.003
20180913,104,동남권,111273,송파구,17,7,0.021,0.018,0.5,0.003
20180913,104,동남권,111262,서초구,21,5,0.019,0.023,0.2,0.003
20180913,104,동남권,111261,강남구,15,6,0.013,0.025,0.3,0.004
20180913,103,서남권,111301,양천구,18,7,0.018,0.031,0.4,0.002
20180913,103,서남권,111281,금천구,19,8,0.023,0.021,0.3,0.002
20180913,103,서남권,111251,관악구,24,10,0.016,0.03,0.3,0.003
20180913,103,서남권,111241,동작구,20,7,0.018,0.027,0.4,0.003
20180913,103,서남권,111231,영등포구,27,13,0.024,0.019,0.4,0.004
20180913,103,서남권,111221,구로구,22,7,0.019,0.026,0.2,0.003
20180913,103,서남권,111212,강서구,16,8,0.02,0.028,0.4,0.003
20180913,102,동북권,111291,강북구,13,6,0.018,0.021,0.3,0.002
20180913,102,동북권,111171,도봉구,19,9,0.019,0.017,0.4,0.003
20180913,102,동북권,111161,성북구,22,9,0.012,0.025,0.4,0.002
20180913,102,동북권,111152,동대문구,13,9,0.021,0.022,0.4,0.006
20180913,102,동북권,111151,중랑구,13,6,0.019,0.019,0.3,0.005
20180913,102,동북권,111142,성동구,20,9,0.016,0.018,0.3,0.005
20180913,102,동북권,111141,광진구,17,4,0.017,0.014,0.4,0.005
20180913,101,서북권,111201,마포구,18,10,0.023,0.018,0.3,0.002
20180913,101,서북권,111191,서대문구,19,9,0.024,0.014,0.3,0.002
20180913,101,서북권,111181,은평구,19,14,0.03,0.015,0.4,0.003
20180913,100,도심권,111131,용산구,11,6,0.024,0.017,0.3,0.002
20180913,100,도심권,111123,종로구,16,7,0.021,0.024,0.4,0.003
20180913,100,도심권,111121,중구,17,9,0.019,0.028,0.4,0.002
20180914,100,도심권,111131,용산구,11,7,0.02,0.019,0.3,0.003
20180914,104,동남권,111274,강동구,20,13,0.015,0.022,0.3,0.004
20180914,104,동남권,111273,송파구,19,9,0.013,0.021,0.5,0.003
20180914,104,동남권,111262,서초구,21,5,0.016,0.025,0.2,0.003
20180914,104,동남권,111261,강남구,17,8,0.009,0.03,0.4,0.005
20180914,103,서남권,111301,양천구,16,8,0.015,0.032,0.4,0.002
20180914,103,서남권,111281,금천구,19,9,0.018,0.023,0.3,0.002
20180914,103,서남권,111251,관악구,24,10,0.015,0.029,0.3,0.003
20180914,103,서남권,111241,동작구,21,7,0.014,0.028,0.4,0.003
20180914,103,서남권,111231,영등포구,27,14,0.021,0.019,0.4,0.004
20180914,103,서남권,111221,구로구,20,7,0.018,0.024,0.2,0.003
20180914,103,서남권,111212,강서구,16,9,0.015,0.03,0.4,0.002
20180914,100,도심권,111123,종로구,17,10,0.017,0.027,0.4,0.003
20180914,102,동북권,111311,노원구,21,9,0.016,0.021,0.4,0.004
20180914,100,도심권,111121,중구,18,10,0.015,0.031,0.4,0.002
20180914,102,동북권,111291,강북구,15,8,0.022,0.015,0.3,0.002
